idx,query,text,negative_score,neutral_score,positive_score,compound_score
412,police violence,Hundreds of students gather outside Vasant Kunj police station to protest violence by ABVP ,0.337,0.663,0.0,-0.7269
413,police violence,There is no law and regulation on these platform and hence these illegal entities have more traction to torture vulnerable target women and children. NFT BTC ETH dogecoin rarible childtrafficking ViolencePolicier Police Cruel Brutal Violence French People France ,0.435,0.565,0.0,-0.9746
414,police violence,Against ABVP's Violence in JNU Campus! .@AISA_tweets  Students attacked women harassed Muslim vendors villified all in the name of food choices!  Down with Food Fascism in the name of Navratri!   JOIN PROTEST AT DELHI POLICE HEADQUARTERS!  th April PM  AISA ,0.277,0.668,0.056,-0.9112
415,police violence,Two yrs back when violence broke out in JNU dozens of students were seriously injured. Police  failed to arrest the goons despite the videos available in the public domain. Same will happen now ? ,0.386,0.614,0.0,-0.9432
416,police violence,Resist Hindutva's attack on food culture. Reject violence based on food choice. Protest March to Vasant Kunj Police Station. JnuAgainstFoodFascism ,0.427,0.573,0.0,-0.8979
417,police violence,Against ABVP's Violence in JNU Campus!   Students attacked women harassed Muslim vendors villified all in the name of food choices and Navratri!  Reject RSS-BJP's agenda of communal hate on festivals!  JOIN PROTEST AT DELHI POLICE HEADQUARTERS!  th April pm ,0.365,0.541,0.095,-0.9474
418,police violence,Khargone Ram Navami communal violence update:  people including  cops hurt. District police superintendent Siddharth Chaudhary possibly sustained bullet wound in leg. Bullet was fired by rioters. He is admitted at a pvt hospital. @NewIndianXpress @TheMornStandard @santwana,0.255,0.713,0.032,-0.8934
419,police violence,Members of the JNU students' union gather outside the Vasant Kunj Police Station demanding FIR to be filed against ABVP in the scuffle that happened today.  JNU ABVP Left Violence ,0.176,0.824,0.0,-0.7184
420,police violence,Arrest ABVP goons responsible for violence in JNU!   Students attacked women harassed Muslim vendors villified all in the name of food choices!  JOIN PROTEST AT DELHI POLICE HEADQUARTERS!  th April PM  AISA ,0.355,0.534,0.112,-0.9077
421,police violence,There is no room for violence in any community. The NCA applauds all efforts by the multiple law enforcement and security agencies who work to prevent violence each and every day. @NewJerseyOAG @NJOHSP @Lakewood_PD @NJSP @police_jackson @OCPONJ @FBINewark @lcswshomrim ,0.211,0.669,0.12,-0.7579
422,police violence,Women deprived of employment and liberty to work to make them vulnerable targets for trafficking entities OrganizedCrime NFT BTC ETH dogecoin rarible ViolencePolicier Police Brutal Cruelty Violence France French People TakeAction election Elections ,0.36,0.568,0.072,-0.9287
423,police violence,Interview w EMS walking across Cda to raise PTSDE awareness - how attending violent scenes came to affect him - ragey often. Maybe that's how police officers come to testiness w public: seen too much hard to cope having to run towards violence? ,0.207,0.793,0.0,-0.8555
424,police violence,URGENT ATTENTION - women and children trafficked on NFT platforms daily ActNow Save the women and children Online  ViolencesPolicieres Police Brutal Violence Gaming Online France Brigitte Marsigny HumanRights Crisis ,0.3,0.561,0.14,-0.8209
425,police violence,The country's police chief admitted We have a problem and we need to deal with it. We have something inherently wrong in society […] serious challenges in communities and within families. Caribbean  ,0.198,0.726,0.075,-0.6597
426,police violence,MadhyaPradesh: Curfew imposed in Khargone district headquarters following communal violence; IPS officer among those injured: Police madhyapradeshpolice,0.367,0.633,0.0,-0.7964
427,police violence,Delhi Anti Muslim Genocide Mastermind @KapilMishra_IND once Again Provoked For Violence Against Muslims on RamNavami and This time Violence Takes Place In khargone MadhyaPradesh India But Agencies to Police Doing Act Normal Every Thing ,0.217,0.783,0.0,-0.743
428,police violence,Communal violence in Gujarat on Ram Navami  Two clashes in Himmatnagar Sabarkantha including attack on police. (Pic )  One unidentified person dead in stone-pelting in Khambhat Anand. (Pic )  One arrested in Dwarka for attempting to burn flag.  @ahmedabadmirror @dgpgujarat ,0.3,0.7,0.0,-0.9393
429,police violence,JNU students have gathered at Vasant Kunj police station to protest again the violence that happened at the campus. ,0.264,0.736,0.0,-0.7269
430,police violence,Another young black man an innocent African immigrant murdered by America's gestapos. Four fucking hundred years and still the dying continues.Patrick Lyoya escaped violence in Congo for the 'safe haven' of the US. Then police killed him.  via @usatoday,0.249,0.65,0.101,-0.8658
431,police violence,Because they have system pigs (police IRS military...) to enforce their theft with violence and death if necessary. ,0.333,0.667,0.0,-0.8402
432,police violence,If this video was from the US liberals would rightfully be decrying it as police violence and brutality. Since it's in Israel they need context. ,0.26,0.74,0.0,-0.8442
433,police violence,Violence in Ile ife. Nigerian Police Force again?  ,0.369,0.631,0.0,-0.6249
434,police violence,Jahangirpuri Violence: Strict Action Will Be Taken Against Rioters Says CP Delhi | Jahangirpuri Violence: Delhi Police strict after violence Commissionersaid ,0.42,0.58,0.0,-0.9231
435,police violence,Union Home Minister Amit Shah speaks to top Delhi Police officers directs them to take necessary action in wake of Jahangirpuri violence saralbharatnews AmitShah,0.147,0.789,0.065,-0.5106
436,police violence,Police force deployed at main gate of JNU after violence was reported in Jahangirpuri on the occasion of HanumanJayanti . ,0.186,0.814,0.0,-0.6249
437,police violence,Horrible! The entitled sense of claim to public roads by use of violence. Police/Govt need to reclaim space. ,0.316,0.6,0.084,-0.7777
438,police violence,Jahangirpuri Violence: Shah speaks to Delhi Police chief  NewsPaper Breakingnews Indiapolitics AndhraPolitics NewsFeed RadheShyam memes indiapolitics New Delhi April  - Union Home Minister Amit Shah on Saturday evening spoke to Delhi Police …,0.12,0.88,0.0,-0.6249
439,police violence,Delhi Police is under Central Government and allowing these Jehadis to attack Hindu procession and inciting violence is PURE INCOMPETENCE of Modi govt and Home Minister Amit Shah. Wake up @AmitShah,0.286,0.714,0.0,-0.9049
440,police violence,Jahangirpuri violence: Amit Shah directs Delhi Police to take necessary action | Latest NewsDelhi ,0.255,0.745,0.0,-0.6249
441,police violence,Union Home Minister Amit Shah on Saturday evening spoke to Delhi Police Commissioner Rakesh Asthan to take stock of the situation after widespread clashes were reported from Delhis Jahangirpuri area following alleged stone pelting OmmcomNews ,0.0,1.0,0.0,0.0
442,police violence,Philadelphia police are investigating a triple shooting in the city's Mantua section.  ,0.0,1.0,0.0,0.0
443,police violence,The shootings happened in neighborhoods across Philadelphia and at all hours of the day police said with bullets striking people who ranged in age from  to . ,0.0,1.0,0.0,0.0
444,police violence,Big police deployment at site of violence in East Delhi - Delhi Police and Rapid Action Force personnel present at the location.Republic's Piyush Mishra is reporting LIVE here - … ,0.136,0.864,0.0,-0.6249
445,police violence,Jahangirpuri Violence: Shah speaks to Delhi Police chiefJahangirpuriViolence Shah DelhiPolice socialnewsxyz ,0.291,0.709,0.0,-0.6249
446,police violence,islamists conduct violence and destroy property and life  police turns up after violence is complete to say situation has stabilized.‍What ?,0.408,0.592,0.0,-0.9136
447,police violence,Union Home Minister @AmitShah spoke to two top Delhi Police officers on the violence in the city's Jahangirpuri area and directed them to take necessary action.Delhi Jahangirpuri Violence HanumanJayanti ,0.228,0.722,0.05,-0.8126
448,police violence,Jahangirpuri violence: Amit Shah directs top Delhi Police officers to takeaction ,0.275,0.604,0.121,-0.5106
449,police violence,RaviVisvesvarayaSharadaPrasad   Jahangirpuri violence: Amit Shah directs Delhi Police officers to take action,0.272,0.728,0.0,-0.6249
450,police violence,People are not paying attention to rumours but they know the fact and responding accordingly . Police has leant diplomacy from politicians and are afraid of giving the fact and reason of unrest and violence . They have standard statement of “ investigation is being done “,0.114,0.824,0.062,-0.5499
451,police violence,Big police deployment at site of violence in East Delhi - Delhi Police and Rapid Action Force personnel present at the location.Republic's Piyush Mishra is reporting LIVE here -  ,0.136,0.864,0.0,-0.6249
